tweet,hashtags
"𝐁𝐇𝐏'𝐬 #𝐯𝐚𝐜𝐜𝐢𝐧𝐞𝐦𝐚𝐧𝐝𝐚𝐭𝐞 𝐮𝐧𝐥𝐚𝐰𝐟𝐮𝐥, 𝐅𝐚𝐢𝐫 𝐖𝐨𝐫𝐤 𝐂𝐨𝐦𝐦𝐢𝐬𝐬𝐢𝐨𝐧 𝐟𝐢𝐧𝐝𝐬 Wonder if the FWC member who heard this case will be stood down+sent for retraining, like they did to the last member who's findings were the same?   https://t.co/yxJYG2TO2Y  https://t.co/HWGUrvBL7l",['𝐯𝐚𝐜𝐜𝐢𝐧𝐞𝐦𝐚𝐧𝐝𝐚𝐭𝐞']
"If your employer has a #VaccineMandate and you refuse to get vaccinated, find another job. Taxpayers shouldn't be footing the bill for your free rapid tests. I'm so over all these #Covidiots disrupting attempts to manage a global pandemic. #VaccinesWork #DisinformationKills","['vaccinemandate', 'covidiots', 'vaccineswork', 'disinformationkills']"
@MmusiMaimane What are you saying about the proposed #VaccineMandate ?,['vaccinemandate']
Key message from Fair Work Commission's CFMMEU v Mt Arthur decision is the importance of employers consulting with employees before implementing mandatory vaccination requirements for site access:  https://t.co/bPr5QOsZVD #ausbiz #auspol #VaccineMandate,"['ausbiz', 'auspol', 'vaccinemandate']"
"Federal Judge Blocks #Biden #VaccineMandate Nationwide, Protects #HealthCare Workers Across America:  https://t.co/BTm4p8p06S.","['biden', 'vaccinemandate', 'healthcare']"
Judge Blocks #Biden’s #COVID19 #VaccineMandate for Federal Contractors:  https://t.co/F3mUXtfyJi.,"['biden', 'covid19', 'vaccinemandate']"
This doesn’t end until we make it end.   #DoNotComply  #DoNotComplyEVER  #VaccineSideEffects  #VaccineMandate  #NewWorldOrder  https://t.co/BNH7OoJlLk,"['donotcomply', 'donotcomplyever', 'vaccinesideeffects', 'vaccinemandate', 'newworldorder']"
"@RobHutchinson8 I'm all for a #vaccinemandate that allows business owners, event organizers, restaurants &amp; employers to insist on vaccination proof to restrict entry or employment. Its then still up to the person to choose to have the vaccine. Choices come with consequences.",['vaccinemandate']
LETS CUT THE SHIT FOLKS   https://t.co/CPawtG2h0Q           #VaccineMandate #CovidVaccine #COVID19 #Covid_19 #Covid #VaccineSideEffects  https://t.co/1PCrEMCbxX,"['vaccinemandate', 'covidvaccine', 'covid19', 'covid_19', 'covid', 'vaccinesideeffects']"
Coming to a town near you ?  This is the #Australian model of their #unvaxxed Covid ‘holding facility’.  Wait until they get the #German one !  I repeat it is not a #concentrationcamps   #Covid_19 #Covid #antivaxxers #VaccineSideEffects #VaccineMandate #VaccinePassports  https://t.co/tynQjtlnyM,"['australian', 'unvaxxed', 'german', 'concentrationcamps', 'covid_19', 'covid', 'antivaxxers', 'vaccinesideeffects', 'vaccinemandate', 'vaccinepassports']"
The BHP vaccine mandate decision is out &amp; the policy found not to be lawful &amp; reasonable due to lack of WHS consultation. See more via link.  So important for employers to remember consultation obligations in WHS &amp; OHS #auslaw #whs #ohs #vaccinemandate   https://t.co/8Uiy3M1ZcA,"['auslaw', 'whs', 'ohs', 'vaccinemandate']"
A US District court blocked Biden's mandate and again Governor Michelle Lujan Grisham thinks she's above the law.   https://t.co/kAvduqqLRy  @govmlg @NMHouseGOP @NMSenateGOP #nm #nmpol #nmleg #BoosterShots #VaccineMandate @NMDOH,"['nm', 'nmpol', 'nmleg', 'boostershots', 'vaccinemandate']"
Chiropractors 'take a stand' against vaccine mandate. No surprise as Chiropractors aren't always the sharpest knife in the drawer #COVIDIOTS #ChiropractorsAreFakeDoctors #antivax #VaccineMandate #COVID19 #vaccination  @cbcnews #cdnpoli,"['covidiots', 'chiropractorsarefakedoctors', 'antivax', 'vaccinemandate', 'covid19', 'vaccination', 'cdnpoli']"
Just went 2 the oldest church in #Victoria on its original site 2 support  ( church of Christ ) #Geelong  but u have 2 b double #VaccineMandate .... 2 vist Xmas fete  I'm sorry... just wanted 2 support but u know my stand on this... I'm double jibby jab... btw  https://t.co/61dzl5tao6,"['victoria', 'geelong', 'vaccinemandate']"
@CyrilRamaphosa how does the #BoosterShots work. My parents both over 65 got their 2nd doses in June/July. They should be eligible for the booster soon. Will they get an sms? #VaccineMandate #VaccineRolloutSA @News24,"['boostershots', 'vaccinemandate', 'vaccinerolloutsa']"
'forced jabs' is not the best headline. sounds like people will be rounded up and medicated.  Words matter.  #VaccineMandate,['vaccinemandate']
"Yes, it is important to understand what a vaccine mandate means.   #VaccineMandate",['vaccinemandate']
We learn from history that we do not learn from history.  ~ Hegel  #Australia #Germany #Austria #belguim #brazil #Netherlands #NewZealand #VaccineMandate #Segregation #vaccines,"['australia', 'germany', 'austria', 'belguim', 'brazil', 'netherlands', 'newzealand', 'vaccinemandate', 'segregation', 'vaccines']"
#fairworkcommission finds #BHP #vaccinemandate #unlawful.  This sets a fantastic legal precedent for millions of #disenfranchised #Australians who have unfairly been #discriminated against.  https://t.co/rtqaJNoT9W,"['fairworkcommission', 'bhp', 'vaccinemandate', 'unlawful', 'disenfranchised', 'australians', 'discriminated']"
Did this 2007 cartoon predict the #COVID19 pandemic?  #Covid_19 #CovidVaccine #covidvariant #Covid19UK #COVIDisAirborne #COVIDBooster #VaccineSideEffects #vaccine #vaccination #vaccinated #VaccineMandate #Lockdown,"['covid19', 'covid_19', 'covidvaccine', 'covidvariant', 'covid19uk', 'covidisairborne', 'covidbooster', 'vaccinesideeffects', 'vaccine', 'vaccination', 'vaccinated', 'vaccinemandate', 'lockdown']"
"@OccupyDemocrats @Firestorm1776 And yet here in the U.S., unvaccinated people are still dropping like flies and Biden's common sense vaccine mandates is up in the air. #COVID19 #Covid_19 #VaccineMandate #VaccinePassports #VaccinesWork","['covid19', 'covid_19', 'vaccinemandate', 'vaccinepassports', 'vaccineswork']"
"@teach0r @POTUS @GovBillLee @VP I agree! In this situation, lives are at risk. These GOP governors are basically sacrificing lives for political gain. It needs to be stopped. #VaccineMandate #VaccinesWork #CovidVaccine #GOPDeathCult #GOP","['vaccinemandate', 'vaccineswork', 'covidvaccine', 'gopdeathcult', 'gop']"
@TimesLIVE Stop talking. Take action. #VaccineMandate  #VaccinePassports,"['vaccinemandate', 'vaccinepassports']"
@Breaking911 @VP You could start by doing away with the #VaccineMandate so people can get back to work &amp; not fear of losing their jobs if they don’t want to be vaccinated. This way Americans can get off their lazy asses &amp; stop sucking off the gov’t for stimulus pay &amp; eviction moratorium!,['vaccinemandate']
#republicans threaten to shut down the government over #VaccineMandate,"['republicans', 'vaccinemandate']"
If you have an official Vax exemption then you will also have a Vax Pass/certificate/QR code like every other vaccinated NZDer. If you don’t you’re not exempt. #simple #VaccineMandate #COVID19 #VaccinePassports,"['simple', 'vaccinemandate', 'covid19', 'vaccinepassports']"
Where are the #VaccineMandate for illegals,['vaccinemandate']
@RepChrisStewart @RepBlakeMoore @RepBurgessOwens @RepJohnCurtis all voted for this garbage.   Hopefully @SenMikeLee and @SenatorRomney will vote against this.  @UtahGOP @UtahGOPBlogger @utahrepublican @kimfcoleman @SenThatcher #Utah #VaccineMandate,"['utah', 'vaccinemandate']"
List of traitor #republicans who voted with the democrats instead of holding them to the fire and stopping the Biden #VaccineMandate   https://t.co/Cd2YdnhMat,"['republicans', 'vaccinemandate']"
"Dr. Bob Arnot, Jack Ford &amp; @MetroFocus are truly horrible people.   These vaccines have caused a lot of damage and suffering for many ppl. To just diminish the damage unceremoniously clearly means you are horrendous human beings!  #VaccineSideEffects #VaccineMandate #DoNotComply","['vaccinesideeffects', 'vaccinemandate', 'donotcomply']"
"@KDKA When 94% of a workforce is complying with a #VaccineMandate, no one wants or needs to hear from a disgruntled idiot from the minority. Especially not one who clearly belongs on an FBI watch list.   https://t.co/kUdaHa3zB6",['vaccinemandate']
"Now talk about #VaccineMandate  “Central premise of Roe is women’s right to make fundamental decisions about their lives, futures, &amp; families, If we lose the ability to control our bodies and our futures, ..  we'll lose the right to self-determination ...”  https://t.co/izHo7ZPAJ8",['vaccinemandate']
"When you coerce (""no jab, no job"" ) 40% of workforce, you sow deep anger. At jab that still let's you catch/spread Covid, at jab with serious side FX for some which YOU knew about but hid. You sow deep division &amp; act in a criminal way. #VaccineMandate #NZ  https://t.co/eEfMeOyigK","['vaccinemandate', 'nz']"
Stopping #mandates is a “Bill to die on” - @grjr3021 #VaccineMandate,"['mandates', 'vaccinemandate']"
"My employer just mandated the #CovidVaccine and I’m very happy. If you’re anti science and Medicine, you have no place working in healthcare. #VaccineMandate  https://t.co/opsy3Q2JBO","['covidvaccine', 'vaccinemandate']"
@CyrilRamaphosa How was the #VaccineMandate marketing exercise?,['vaccinemandate']
"My employer just mandated the #CovidVaccine and I’m very happy. If you’re anti science and Medicine, you have no place working in healthcare. #VaccineMandate  https://t.co/UuQ8p6ucKV","['covidvaccine', 'vaccinemandate']"
Remember right of admission is reserved #VaccineMandateinSA please @CyrilRamaphosa @NCC_COVID19 @COVID_19_ZA #VaccineMandate #4thWave  #jimmycarr  https://t.co/X8ndwlRn56,"['vaccinemandateinsa', 'vaccinemandate', '4thwave', 'jimmycarr']"
"Right Now on NightSide - - #VaccineMandate for us but not for ""border crossers"" ! - WBZ 1030 AM - 617-254-1030 or 617-931-1030",['vaccinemandate']
@GOP caves again on #VaccineMandate. So @LeaderMcConnell why should #conservatives &amp; #independents continue to re-elect #Republicans when they won't even fight &amp; give @TheDemocrats what they want. No deals shut it down until they are willing to compromise  https://t.co/XBdFTD5kf9,"['vaccinemandate', 'conservatives', 'independents', 'republicans']"
#Oklahoma files lawsuit against #Biden administration over #Pentagon #VaccineMandate,"['oklahoma', 'biden', 'pentagon', 'vaccinemandate']"
Absolutely the US *needs* to do this. #VaccineMandate,['vaccinemandate']
"@IDontrustBiden People are fighting because they don't want #VaccineMandate &amp; #Healthpass. They are in their own right to protest. To ban manifestations due to Covid spreading, an easy argument but there is no other way to be considered.","['vaccinemandate', 'healthpass']"
"Unvaccinated Germans will no longer be allowed to visit restaurants, clubs, and bars. A ""minority"" is causing most of the infections so the minority, i.e. unvaccinated, should bear the burden. #VaccineMandate",['vaccinemandate']
Almost two years into Covid and the people’s representatives are finally voting on mandates. Two years of the people’s voices being ignored. Two years of executive tyranny. #waleg #VaccineMandate,"['waleg', 'vaccinemandate']"
New Health Hashtag 👉 #VaccineMandate  https://t.co/cHaz9mKJlQ 👏 @hcsmSA,['vaccinemandate']
And then there are people protesting because they can't go shopping or for a beer without getting vaccinated   #VaccineMandate #vaccination #VaccinesWork #getagrip #FirstWorldProblems  https://t.co/SaakdlHldM,"['vaccinemandate', 'vaccination', 'vaccineswork', 'getagrip', 'firstworldproblems']"
#WeThePeople thank you for your effort.  The #VaccineMandate is JUST WRONG!  #MyBodyMyChoice and the #Government needs to stop politicising the forced injections!,"['wethepeople', 'vaccinemandate', 'mybodymychoice', 'government']"
The @QLDEducation has confirmed that Glenwood State School is making arrangements to ensure the continuity of learning for its students after reports that the majority of its teachers have taken leave from their jobs ahead of the state’s #vaccinemandate.   https://t.co/OMsQpv6qzv,['vaccinemandate']
The Centers for Medicare and Medicaid Services are backing down on the healthcare worker inoculation mandate.  It only took two losses in court for them to get the hint.   https://t.co/BRThsMphD3  #vaccinemandate #cms #covid #pandemic #allfsctsmatter,"['vaccinemandate', 'cms', 'covid', 'pandemic', 'allfsctsmatter']"
#WINNING ~ Here we go!  Sen. Manchin 🔥🔥🔥 #VaccineMandate #VaccineMandates 👇👇👇,"['winning', 'vaccinemandate', 'vaccinemandates']"
"Though, not sure many Iowans will travel for it this year since Iowa always gonna Iowa when it comes to vaccine mandates and covid.🙄  #RoseBowl #Hawkeyes #Iowa #VaccineMandate #LA #California","['rosebowl', 'hawkeyes', 'iowa', 'vaccinemandate', 'la', 'california']"
"#VaccineMandate I oppose the unconstitutional Vaccine mandate. It is putting stress on the people boosters shot,people are so confused maybe another shutdown. People are just tired of all this stuff  this maybe small words but it's the truth",['vaccinemandate']
#Republicans in Congress wanted to #shutdown the Government because they don't want #VaccineMandate yet they claim to be prolife. Really? Not! Prolife means wanting Americans to live and survive #Covid_19 with #CovidVaccine and #MaskMandates #VoteBlueToSaveAmerica #GetVaccinated,"['republicans', 'shutdown', 'vaccinemandate', 'covid_19', 'covidvaccine', 'maskmandates', 'votebluetosaveamerica', 'getvaccinated']"
"#Germany announced Thursday a nationwide lockdown for the unvaccinated, as its leaders support plans for mandatory #vaccinations in the coming months.  https://t.co/KcFV2hvh2z  #vaccinemandate #covid19 #virus #omicron #news3now #localnews8","['germany', 'vaccinations', 'vaccinemandate', 'covid19', 'virus', 'omicron', 'news3now', 'localnews8']"
SICK. SICK. SICK.   DeSantis is out of his mind.   What a waste.   #Covid19 🚫🦠 #Omicron 🚫🦠 #DeSantis 💀 #RonDeSantis ☠️ #VaccineMandate 😷  “Florida's DeSantis wants to hand out taxpayer dollars to businesses that defy vaccine mandates - CNNPolitics”  https://t.co/ogJ3YMi0jr,"['covid19', 'omicron', 'desantis', 'rondesantis', 'vaccinemandate']"
Contemplating a #Covid #Vaccine policy for your workplace? Here is information to get you started:  https://t.co/SIdr14Qk6U #Compliance #HumanResources #VaccineMandate #EmployeeHealth #WorkplaceSafety  https://t.co/qZseV9lzjb,"['covid', 'vaccine', 'compliance', 'humanresources', 'vaccinemandate', 'employeehealth', 'workplacesafety']"
"Right Now on NightSide - - #VaccineMandate for us but not for ""border crossers"" ! @ 10 - WBZ 1030 AM - 617-254-1030 or 617-931-1030",['vaccinemandate']
Here's the latest in #religiousfreedom and #nonprofit news:  @PhiladelphiaGov  @DeptofDefense  #dataprivacy  #China    #vaccine  #VaccineMandate    https://t.co/ZuaqldT2WA,"['religiousfreedom', 'nonprofit', 'dataprivacy', 'china', 'vaccine', 'vaccinemandate']"
"The #VaccineMandate highlights the hypocrisy of the #abortion and #BodilyAutonomy debate If you are only for the #RightToChoose when you agree with the person’s choice to have an abortion or get vaccinated, you aren’t pro-choice","['vaccinemandate', 'abortion', 'bodilyautonomy', 'righttochoose']"
