,hashtags,tweet
3714,['vaccinemandate'],"['court', 'order', 'said', 'feder', 'center', 'medicar', 'amp', 'medicaid', 'servic', 'clear', 'author', 'congress', 'enact', 'vaccinemand', 'provid', 'stoddardowh', 'kels2', '\u200b', 'httpstcoh6gnpqgs3a']"
3715,"['omicron', 'vaccinemandate', 'covid19']","['vaccin', 'subscript', 'plan', 'life', 'type', 'deal', '🤑💰💵', 'booster', 'life', 'omicron', 'vaccinemand', 'covid19', 'end', 'subscript', 'ain’t', 'get', 'anymor', 'shot']"
3716,"['antivaxxers', 'antivax', 'covid', 'vaccines', 'vaccinemandate', 'vaccinepassports', 'patriot', 'maga', 'freedom', 'nwo', 'newworldorder']","['covid', 'suddenli', 'complet', 'end', 'liber', 'would', 'beg', 'govern', 'releas', 'anoth', 'viru', 'could', 'take', 'anoth', 'vaccin', 'antivaxx', 'antivax', 'covid', 'vaccin', 'vaccinemand', 'vaccinepassport', 'patriot', 'maga', 'freedom', 'nwo', 'newworldord']"
3717,"['sarscov2', 'toddlercovid', 'vaccinemandate', 'covidvaccinesideeffects', 'covidvaccinevictims', 'covidvaccinedeaths', 'covidvaccineinjury', 'wef', 'greatreset', 'letsgobrandon', 'kids']","['boy', 'sarscov2', 'must', 'hv', 'went', 'wharton', 'bec', 'realli', 'good', 'implement', 'delay', 'sequenc', 'market', 'push', 'toddlercovid', 'vaccinemand', 'covidvaccinesideeffect', 'covidvaccinevictim', 'covidvaccinedeath', 'covidvaccineinjuri', 'wef', 'greatreset', 'letsgobrandon', 'kid']"
3718,['vaccinemandate'],"['60', 'south', 'african', 'vaccin', 'dont', 'believ', 'whole', 'medium', 'trust', 'believ', 'vouch', 'vaccin', 'without', 'even', 'agaisnt', 'medium', 'fratern', 'question', 'ask', 'vaccinemand']"
3719,"['cdnpoli', 'trucklineupleek', 'truck2022', 'truckdriver', 'vaccine', 'vaccinemandate', 'onpoli', 'border']","['bonokoski', 'fear', 'trucker', 'vaccin', 'cockup', 'supplylin', 'manag', 'httpstcouw7jgjnn81', 'cdnpoli', 'trucklineupleek', 'truck2022', 'truckdriv', 'vaccin', 'vaccinemand', 'onpoli', 'border']"
3720,['vaccinemandate'],"['trump', 'appoint', 'mo', 'judg', 'block', 'potu', 'healthcar', 'worker', 'vaccinemand', '10', 'fuck', 'state', '😡', 'httpstcoyhh8vmuve6']"
3721,['vaccinemandate'],"['feder', 'missouri', 'court', 'determin', 'cm', 'healthcar', 'vaccinemand', 'can’t', 'enforc', '10', 'state', 'includ', 'nebraska', 'preliminari', 'injunct', 'stand', 'read']"
3722,"['austria', 'covid19', 'covid1984', 'vaccinemandate']","['word', 'yet', 'whether', 'chancellor', 'offici', 'resid', 'reloc', 'braunau', 'inn', 'austria', 'covid19', 'covid1984', 'vaccinemand', 'httpstcoaaehru7ihr']"
3723,"['vaccineequity', 'vaccinemandate']","['🙄🙄🙄', 'tri', 'act', 'surpris', 'variant', 'continu', 'rise', 'vaccineequ', 'vaccinemand', 'mask', 'wear', 'test', 'genom', 'surveillanceventil', 'hand', 'wash']"
3724,"['vaccinemandate', 'healthcareworkers']","['feder', 'judg', 'halt', 'biden', 'administration’', 'vaccinemand', 'healthcarework', 'though', 'rule', 'appli', '10', 'state', 'cmsgov', 'lack', 'author', 'impos', 'broad', 'mandat', 'u', 'district', 'judg', 'matthew', 'schelp', 'trump', 'nomine', 'rule', 'httpstco9akqcyjn9m']"
3725,"['gartnerhr', 'hr', 'vaccinemandate']","['prepar', 'omicron', '6', 'step', 'roll', 'vaccin', 'mandat', 'polici', 'httpstcocx85x6sjcr', 'gartnerhr', 'expert', 'nmwoolrich', 'hrdaustralia', 'gartnerhr', 'hr', 'vaccinemand']"
3726,"['covid19', 'vaccinemandate', 'desantis2024']","['michaelpseng', 'end', 'covid19', 'vaccinemand', '🐂💩', 'i’d', 'vote', 'desantis2024', 'presid', 'hot', 'second']"
3727,"['vaccinemandate', 'covidiots', 'qanoncult', 'antivaxxers', 'maga']","['ill', 'take', 'minut', 'saniti', 'wherev', 'get', 'vaccinemand', 'covidiot', 'qanoncult', 'antivaxx', 'maga', 'httpstcoan9dcaqm7n']"
3728,"['vaccine', 'vaccinemandate', 'vaccinepassports']","['famili', 'amp', 'friend', 'vaccin', 'injur', 'dead', 'gather', 'protest', 'italian', 'cathol', 'church', 'state', 'govt', 'unconstitut', 'amp', 'illeg', 'vaccinemand', 'amp', 'human', 'enslav', 'vaccinepassport', 'httpstco8fvttsa5br']"
3729,['vaccinemandate'],"['vaccinemand', 'kill', 'man', 'reason']"
3730,"['vaccinemandate', 'healthcare', 'workers', 'donotcomply']","['vaccinemand', 'healthcar', 'worker', 'block', '10', 'state', 'donotcompli', 'httpstcognanjmx9vr']"
3731,"['democrats', 'vaccinemandate']","['democrat', 'vaccinemand', 'halt']"
3732,['vaccinemandate'],"['myanc', 'enjoy', '50', 'elector', 'confirm', 'recent', 'local', 'elect', 'way', 'allow', 'countri', 'referendum', 'matter', 'vaccinemand']"
3733,['vaccinemandate'],"['loksdhlamini', 'hadebem2', 'thousand', 'report', 'case', 'blood', 'clot', 'report', 'covid', 'vaccin', 'think', 'big', 'pharmaceut', 'compani', 'exoner', 'legal', 'action', 'vaccinemand']"
3734,"['thejohngaleprogram', 'vaccinemandate', 'vaccinepassports']","['german', 'seek', 'euthanasia', 'must', 'get', 'vaccin', 'first', 'cant', 'make', 'stuff', 'join', 'weekday', '1130', 'est', 'podbean', 'app', 'new', 'era', 'conserv', 'talk', 'thejohngaleprogram', 'vaccinemand', 'vaccinepassport', 'httpstcoo6gnhkxmlc']"
3735,"['vaccinemandate', 'african']","['delayin', 'innovt', 'vaccinemand', 'gon', 'put', 'shiid', 'yo', 'food', '🤞', 'errbodi', 'know', '💩', 'ifw', 'go', 'ina', 'go', 'till', '100', 'b', 'playin', 'mind', 'gamez', 'al', 'lone', '👽', 'allem', 'negl8t', 'african', 'state', 'gon', 'fallon', '👻', 'noodl', 'gadda', 'withit', '☠️']"
3736,"['vaccinemandate', 'covid19']","['feder', 'judg', 'halt', 'biden', 'vaccin', 'mandat', 'health', 'worker', 'hospit', 'receiv', 'feder', 'fund', 'rule', 'appli', 'health', 'care', 'employe', '10', 'state', 'su', 'block', 'administr', 'nov', '5', 'rule', 'state', 'vaccinemand', 'covid19', 'httpstcoeakhjsi7ip']"
3737,"['sdusd', 'vaccinemandate']","['court', 'temporarili', 'halt', 'san', 'diego', 'unified’', 'student', 'covid19', 'vaccin', 'mandat', 'sdusd', 'vaccinemand', 'httpstcofhox63ymur']"
3738,"['cybermonday', 'familymeeting', 'chemun', 'mandatoryvaccination', 'vaccinemandate']","['get', 'onlin', 'shop', 'half', 'price', '•', 'free', 'domain', 'name', '•', 'free', 'sll', 'certif', '•', 'pay', 'instal', '📮whatsapp', 'httpstcozkuvsvzhbu', 'cybermonday', 'familymeet', 'chemun', 'mandatoryvaccin', 'virgil', 'vaccinemand', 'chelsea', 'omicron', 'werner', 'cyril', 'onlin', 'shop', 'httpstcob3pn45s3vu']"
3739,"['cybermonday', 'familymeeting', 'chemun', 'mandatoryvaccination', 'vaccinemandate']","['get', 'onlin', 'shop', 'half', 'price', '•', 'free', 'domain', 'name', '•', 'free', 'sll', 'certif', '•', 'pay', 'instal', '📮whatsapp', 'httpstcozkuvsvhfnk', 'cybermonday', 'familymeet', 'chemun', 'mandatoryvaccin', 'virgil', 'vaccinemand', 'chelsea', 'omicron', 'werner', 'cyril', 'onlin', 'shop', 'httpstcovbxtus16b4']"
3740,"['cybermonday', 'familymeeting', 'chemun', 'mandatoryvaccination', 'vaccinemandate']","['get', 'onlin', 'shop', 'half', 'price', '•', 'free', 'domain', 'name', '•', 'free', 'sll', 'certif', '•', 'pay', 'instal', '📮whatsapp', 'httpstcozkuvsvhfnk', 'cybermonday', 'familymeet', 'chemun', 'mandatoryvaccin', 'virgil', 'vaccinemand', 'chelsea', 'omicron', 'werner', 'cyril', 'onlin', 'shop', 'httpstcop1qlcyqab5']"
3741,"['cybermonday', 'familymeeting', 'chemun', 'mandatoryvaccination', 'vaccinemandate']","['get', 'onlin', 'shop', 'half', 'price', '•', 'free', 'domain', 'name', '•', 'free', 'sll', 'certif', '•', 'pay', 'instal', '📮whatsapp', 'httpstcozkuvsvhfnk', 'cybermonday', 'familymeet', 'chemun', 'mandatoryvaccin', 'virgil', 'vaccinemand', 'chelsea', 'omicron', 'werner', 'cyril', 'onlin', 'shop', 'httpstcoyqidcjqprm']"
3742,"['cybermonday', 'familymeeting', 'chemun', 'mandatoryvaccination', 'vaccinemandate']","['get', 'onlin', 'shop', 'half', 'price', '•', 'free', 'domain', 'name', '•', 'free', 'sll', 'certif', '•', 'pay', 'instal', '📮whatsapp', 'httpstcozkuvsvzhbu', 'cybermonday', 'familymeet', 'chemun', 'mandatoryvaccin', 'virgil', 'vaccinemand', 'chelsea', 'omicron', 'werner', 'cyril', 'onlin', 'shop', 'httpstcouciinlhtsh']"
3743,"['cybermonday', 'familymeeting', 'chemun', 'mandatoryvaccination', 'vaccinemandate']","['get', 'onlin', 'shop', 'half', 'price', '•', 'free', 'domain', 'name', '•', 'free', 'sll', 'certif', '•', 'pay', 'instal', '📮whatsapp', 'httpstcozkuvsvzhbu', 'cybermonday', 'familymeet', 'chemun', 'mandatoryvaccin', 'virgil', 'vaccinemand', 'chelsea', 'omicron', 'werner', 'cyril', 'onlin', 'shop', 'httpstcoeifdreyus1']"
3744,"['cybermonday', 'familymeeting', 'chemun', 'mandatoryvaccination', 'vaccinemandate']","['get', 'onlin', 'shop', 'half', 'price', '•', 'free', 'domain', 'name', '•', 'free', 'sll', 'certif', '•', 'pay', 'instal', '📮whatsapp', 'httpstcozkuvsvzhbu', 'cybermonday', 'familymeet', 'chemun', 'mandatoryvaccin', 'virgil', 'vaccinemand', 'chelsea', 'omicron', 'werner', 'cyril', 'onlin', 'shop', 'httpstcozduodc1ucd']"
3745,"['cybermonday', 'familymeeting', 'chemun', 'mandatoryvaccination', 'vaccinemandate']","['get', 'onlin', 'shop', 'half', 'price', '•', 'free', 'domain', 'name', '•', 'free', 'sll', 'certif', '•', 'pay', 'instal', '📮whatsapp', 'httpstcozkuvsvzhbu', 'cybermonday', 'familymeet', 'chemun', 'mandatoryvaccin', 'virgil', 'vaccinemand', 'chelsea', 'omicron', 'werner', 'cyril', 'onlin', 'shop', 'httpstcosavlykyp76']"
3746,"['cybermonday', 'familymeeting', 'chemun', 'mandatoryvaccination', 'vaccinemandate']","['get', 'onlin', 'shop', 'half', 'price', '•', 'free', 'domain', 'name', '•', 'free', 'sll', 'certif', '•', 'pay', 'instal', '📮whatsapp', 'httpstcozkuvsvhfnk', 'cybermonday', 'familymeet', 'chemun', 'mandatoryvaccin', 'virgil', 'vaccinemand', 'chelsea', 'omicron', 'werner', 'cyril', 'onlin', 'shop', 'httpstcoh1vcraffem']"
3747,"['vaccinemandate', 'antivaxxers']","['state', 'either', 'republican', 'attorney', 'gener', 'governor', 'similar', 'lawsuit', 'also', 'pend', 'state', 'court', 'politic', 'vaccinemand', 'save', 'live', 'child', 'live', 'antivaxx', 'im', 'done', 'yall', 'tfger', 'httpstcociejtxxzn4']"
3748,"['boosters4life', 'vaccinemandate']","['repmontagu', 'look', 'like', 'everi', 'employ', 'fire', 'everi', 'employe', 'unvaccin', 'without', 'boosters4lif', 'vaccinemand']"
3749,"['step3', 'vaccinemandate', 'vaccinepassport', 'cdnpoli', 'onpoli', 'topoli', 'canlab', 'cdnlab', 'onlab', 'outbreak', 'unionworker', 'resist', 'covidzero', 'paidleave', 'righttorefuse', 'npi', 'pharmacare', 'onted', 'ltc', 'payequity', 'ppe', 'childcare', 'travel', 'icu', 'hvac']","['dead', 'nov', '29', '3712', 'step3', 'vaccinemand', 'vaccinepassport', 'cdnpoli', 'onpoli', 'topoli', 'canlab', 'cdnlab', 'onlab', 'outbreak', 'unionwork', 'resist', 'covidzero', 'paidleav', 'righttorefus', 'npi', 'pharmacar', 'ont', 'ltc', 'payequ', 'ppe', 'childcar', 'travel', 'icu', 'hvac', 'topublichealth', 'httpstcobsefwjkrhn']"
3750,"['biden', 'vaccinemandate']","['biden', 'vaccin', 'rule', 'health', 'worker', 'block', '10', 'state', 'vaccinemand', 'httpstco0ouh601rij', 'via', 'yahoonew']"
3751,"['vaccinemandate', 'bigpharma', 'casualties', 'nurembergcode', 'humanrightsviolations']","['anybodi', 'forc', 'inject', 'unwil', 'person', 'coercion', 'threat', 'know', 'full', 'well', 'inject', 'could', 'lead', 'sever', 'injuri', 'death', 'monster', 'vaccinemand', 'bigpharma', 'casualti', 'nurembergcod', 'humanrightsviol']"
3752,"['biden', 'vaccinemandate', 'federal', 'workers']","['biden’', 'vaccinemand', 'feder', 'worker', 'achiev', 'impress', 'result', 'rang', 'agricultur', 'department’', '861', 'u', 'agenc', 'intern', 'development’', '978', 'combin', 'civilian', 'amp', 'activ', 'duti', 'forc', 'defens', 'depart', '934', 'least', 'one', 'dose']"
3753,"['getvaccinated', 'vaccinemandate']","['charliegirl3', 'magacheesecak', 'im', 'go', 'ignor', 'deplor', 'blather', 'vaccin', 'safe', 'effect', 'mask', 'work', 'mitig', 'spread', 'getvaccin', 'vaccinemand']"
3754,"['cdnpoli', 'vaccinemandate']","['watch', 'gtgt', 'new', 'covid', 'variant', 'trudeau', 'actual', 'make', 'right', 'decis', 'via', 'brianlilley', 'amp', 'kinsellawarren', 'cdnpoli', 'vaccinemand', 'click', 'httpstcoudsnggdoz8', 'httpstcok23zel5lw1']"
3755,"['military', 'vaccinemandate']","['per', 'militari', 'time', 'peopl', 'task', 'defend', 'constitut', 'don’t', 'abid', 'court', 'stay', 'mandat', 'punish', 'protect', 'usrn', 'fire', 'polic', 'dod…compli', 'ruin', 'militari', 'vaccinemand']"
3756,"['vaccinemandate', 'vaccinatetoopentheatres', 'vaccinatetosavesouthafrica']","['flummox', 'vaccin', 'refus', 'full', 'stop', 'vaccinemand', 'vaccinatetoopentheatr', 'vaccinatetosavesouthafrica']"
3757,['vaccinemandate'],"['magacheesecak', 'yep', 'smart', 'enough', 'know', 'vaccin', 'safe', 'effect', 'mask', 'work', 'mitig', 'spread', '0', 'right', 'spread', 'infecti', 'diseas', 'vaccinemand']"
3758,"['nationalsickout', 'nationalshutdown', 'biden', 'vaccinemandate', 'bidenism']","['nationalsickout', 'nationalshutdown', 'forc', 'unstopp', 'end', 'biden', 'vaccinemand', 'biden', 'biden', 'everyon', 'call', 'sick', 'resign']"
3759,"['vaccinemandate', 'mask', 'lockdown', 'vaccine', 'vaccinations', 'covid19', 'covidvariant']","['vaccinemand', 'mask', 'lockdown', 'vaccin', 'work', 'like', 'claim', 'see', 'place', 'highest', 'vaccin', 'highest', 'case', 'covid19', 'hospit', 'death', 'amp', 'covidvari', 'httpstcovaci97jeqz']"
3760,"['vaccinemandate', 'omicronvariant']","['word', 'vaccinemand', 'omicronvari', 'httpstcovfnnwduuwc']"
3761,"['jobs', 'poverty', 'education', 'business', 'businesses', 'freeeducation', 'vaccine', 'vaccinemandate', 'forcedvaccination', 'covid_19', 'corona', 'covidiots']","['like', 'job', 'poverti', 'educ', 'amp', 'busi', 'wont', 'even', 'hold', 'press', 'confer', 'fund', 'small', 'busi', 'struggl', 'wont', 'even', 'touch', 'freeeduc', 'weeeeeh', 'poverti', '🤦🤦', 'vaccin', 'vaccinemand', 'forcedvaccin', 'covid19', 'corona', 'covidiot']"
3762,"['covid', 'vaccinemandate']","['newliberallog', 'also', 'piss', 'away', 'bodi', 'choic', 'came', 'covid', 'vaccinemand']"
3763,"['vaccinemandate', 'covidvaccine']","['regist', 'import', 'webinar', 'jenningsstrouss', 'vaccinemand', 'covidvaccin']"
3764,['vaccinemandate'],"['letter', 'make', 'sever', 'point', 'right', 'self', 'autonomi', 'amp', 'mandatori', 'vaccin', 'would', 'infring', 'right', 'howev', 'fail', 'highlight', 'set', 'communic', 'diseas', 'like', 'covid', 'one', 'must', 'look', 'harm', 'principl', 'vaccinemand']"
3765,"['vaccinemandate', 'covidvaccine']","['break', 'news', 'cm', 'vaccin', 'mandat', 'block', '10', 'state', 'feder', 'judg', 'read', 'via', 'mcknightsltcn', 'httpstcowtmgrfisaf', 'vaccinemand', 'covidvaccin']"
3766,"['covidvariant', 'vaccinemandate', 'doge', 'covidvaccine', 'vaccines', 'coronavirus']","['abcnew', 'ask', 'chang', 'pcr', 'test', 'genom', 'sequenc', 'quickli', '2', 'day', 'abl', 'test', 'new', 'covidvari', 'strang', 'variant', 'appear', '100000', 'protest', 'vaccinemand', 'doge', 'covidvaccin', 'vaccin', 'coronaviru']"
3767,"['vaccinemandate', 'vaccinepassports', 'vaccination']","['peopl', 'dont', 'realiz', 'enabl', 'enslav', 'support', 'cathol', 'church', 'state', 'govt', 'unconstitut', 'vaccinemand', 'amp', 'vaccinepassport', 'unlaw', 'discrimin', 'peopl', 'base', 'vaccin', 'statu', 'commit', 'crime', '💉☠️📱🚫', 'httpstco2zd8frbkkk']"
3768,['vaccinemandate'],"['highrank', 'offici', 'children’', 'also', 'spoke', 'condit', 'anonym', 'said', 'hospit', 'current', 'hundr', 'open', 'posit', 'attribut', 'much', 'staf', 'shortag', 'covid19', 'vaccin', 'mandat', 'vaccinemand']"
3769,"['vaccinemandate', 'vaccination', 'vaccine', 'covidvariant', 'omnicron', 'covid19']","['feel', 'mandatori', 'vaccin', 'vaccinemand', 'vaccin', 'vaccin', 'covidvari', 'omnicron', 'covid19']"
3770,['vaccinemandate'],"['imagin', 'your', 'go', 'buy', 'someth', 'expens', 'big', 'import', 'etc', 'amp', 'take', 'word', 'salespeopl', 'that', 'what', 'done', 'come', 'pharmaceut', 'product', 'test', 'research', 'analysi', 'mind', 'boggl', 'vaccinemand']"
3771,"['pov', 'proofofvaccine', 'vaccinemandate', 'vaccinatetosavesouthafrica']","['art', '🖼', '🎨', 'impress', 'see', 'ictaf', 'announc', 'requir', 'pov', 'proofofvaccin', 'entri', 'art', 'fair', '2022', 'cticcoffici', 'neg', 'pcr', 'test', 'way', 'go', 'bravo', 'vaccinemand', 'vaccinatetosavesouthafrica', '🖼🎨']"
3772,"['vaccinemandate', 'newsbreak']","['feder', 'judg', 'block', 'biden', 'administr', 'vaccinemand', 'healthcar', 'worker', '10', 'state', 'newsbreak', 'httpstcoo5ird7qss']"
3773,"['getvaccinatednow', 'vaccinemandate']","['complet', 'b', 'chemo', 'need', 'nurs', 'tech', 'vaccin', 'protect', 'other', 'like', 'arkansasblog', 'getvaccinatednow', 'vaccinemand']"
3774,"['getvaccinatednow', 'vaccinemandate']","['mani', 'covid19', 'vaccin', 'getvaccinatednow', 'vaccinemand']"
3775,"['melbourneprotest', 'vaccinemandate']","['famili', 'friendli', 'event', 'sign', 'like', 'full', 'view', '̷h̷u̷m̷a̷n̷', '̷s̷h̷i̷e̷l̷d̷s̷', '̷', 'child', 'melbourneprotest', 'vaccinemand', 'httpstcoium3lhlzq6']"
3776,"['losangeles', 'covid', 'vaccinemandate']","['losangel', 'enforc', 'indoor', 'covid', 'vaccinemand', 'movi', 'theater', 'restaur', 'gym', 'rule', 'among', 'nation’', 'strictest', 'httpstcouverijsvdb', 'httpstcozohhr8y6lz']"
3777,"['vaccinemandate', 'vaccineapartheid', 'poverty', 'foodpricehikes', 'fuelpricehike', 'crimestatistics', 'unemployment']","['silenc', 'opposit', 'vaccinemand', 'vaccineapartheid', 'povertyampstarv', 'foodpricehik', 'fuelpricehik', 'crimestatist', 'unemploy']"
3778,"['petrolprice', 'vaccinemandate']","['petrolpric', 'vaccinemand', 'malema', 'march', 'juliu', 'sellout', 'malema', 'traitor', 'fool', 'inwahtnhim', 'arrest', 'httpstcob2ndish0in']"
3779,['vaccinemandate'],"['biden', 'vaccinemand', 'lose', 'big', 'court', 'cm', 'medicar', 'mandat', 'goe', 'hard', '“defend', 'shall', 'immedi', 'ceas', 'implement', 'enforc', 'interim', 'final', 'rule', 'comment', 'period', 'medicar', 'medicaidcertifi', 'provid', 'supplier']"
3780,"['covid', 'masks', 'lockdown', 'vaccinemandate']","['take', '1', 'moment', 'sake', 'ponder', 'make', 'sen', 'nobodi', 'need', 'know', 'answer', 'covid', 'mask', 'lockdown', 'vaccinemand', 'begin']"
3781,['vaccinemandate'],"['vaccinemand', 'pas', 'brace', 'selv', 'democrat', 'apartheid', 'geen', 'unvax', 'sleg', 'vax', 'imagin', 'futur']"
3782,"['servicedesign', 'vaccine', 'omicronvariant', 'vaccinemandate', 'lockdown']","['pandem', 'httpstcohlo4910x9m', 'dont', 'build', 'cage', 'servicedesign', 'vaccin', 'omicronvari', 'vaccinemand', 'lockdown']"
3783,"['antivax', 'antimaskers', 'maga', 'vaccinemandate', 'freedumb', 'omicronvariant', 'mandates']","['hey', 'antivax', 'antimask', 'maga', 'moron', 'amp', 'vaccinemand', 'freedumb', 'folk', 'omicronvari', 'vaccin', 'mask', 'amp', 'mandat', 'import', 'case', 'infect', 'world', 'higher', 'risk', 'variant', 'may', 'readi', 'plea', 'help']"
3784,"['vaccinemandate', 'afriforum', 'covid19insa', 'omicron']","['afriforum', 'oppos', 'vaccin', 'mandat', 'implement', 'govern', 'vaccinemand', 'afriforum', 'covid19insa', 'omicron', 'afriforum', 'ernstroet', 'httpstcowxjt5c0jwh', 'httpstcomwa0ufbsnh']"
3785,"['covid19', 'vaccinemandate', 'holdtheline', 'donotcomply', 'bodilyautonomy', 'nomandates']","['feder', 'judg', 'issu', 'injunct', 'cmsgov', 'describ', 'covid19', 'vaccinemand', '“arbitrari', 'capricious”', '🎉that’', 'two', 'feder', 'judgement', 'stop', 'mandatori', 'inject', 'u', 'holdthelin', 'donotcompli', 'bodilyautonomi', 'nomand', 'httpstcol1gsr7m1ji', 'httpstcon0bqjvbwdq']"
3786,"['biden', 'vaccinemandate', 'novaccinepassports', 'masksoff', 'novaccinemandates', 'firefauci', 'anthonyfauci', 'joebiden', 'kamalaharris', 'cnn', 'bbc', 'foxnews']","['springfield', 'newslead', 'feder', 'judg', 'block', 'biden', 'vaccinemand', 'health', 'care', 'worker', 'missouri', '9', 'state', 'httpstcopyy6hittwh', 'novaccinepassport', 'masksoff', 'novaccinemand', 'firefauci', 'anthonyfauci', 'joebiden', 'kamalaharri', 'cnn', 'bbc', 'foxnew', 'via', 'googlenew']"
3787,"['lnpcrimefamily', 'drug', 'alcohol', 'tradies', 'vaccinemandate', 'australians', 'craigkelly', 'vaxxed', 'antivaxxers', 'auspol']","['none', 'lnpcrimefamili', 'got', 'sack', 'drug', 'amp', 'alcohol', 'abus', 'tradi', 'regularli', 'test', 'don’t', 'vaccinemand', 'australian', 'mp', 'craigkelli', 'lose', 'job', 'oh', 'wait', 'vax', 'like', 'incit', 'antivaxx', 'auspol']"
